No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
441.0 0.0 65.53 99.87 0.1413 nan nan nan
442.0 0.0 46.19 88.88 0.1257 nan nan nan
443.0 1.0 70.97 102.55 0.1451 0.0 0.0 0.0
444.0 0.0 72.27 103.18 0.1459 nan nan nan
445.0 2.0 66.62 100.42 0.142 51.73 17.68 13.23
446.0 1.0 72.71 103.39 0.1462 0.0 0.0 0.0
447.0 0.0 67.71 100.96 0.1428 nan nan nan
448.0 0.0 82.27 107.73 0.1524 nan nan nan
449.0 1.0 62.93 98.53 0.1394 0.0 0.0 0.0
450.0 0.0 72.49 103.28 0.1461 nan nan nan
451.0 0.0 37.93 83.23 0.1177 nan nan nan
452.0 0.0 63.03 98.58 0.1394 nan nan nan
453.0 0.0 77.27 105.51 0.1492 nan nan nan
454.0 0.0 51.08 91.91 0.13 nan nan nan
455.0 1.0 74.66 104.3 0.1475 0.0 0.0 0.0
456.0 0.0 72.81 103.44 0.1463 nan nan nan
457.0 0.0 66.62 100.42 0.142 nan nan nan
458.0 1.0 65.42 99.81 0.1412 0.0 0.0 0.0
459.0 0.0 70.75 102.45 0.1449 nan nan nan
460.0 0.0 76.08 104.96 0.1485 nan nan nan
461.0 0.0 43.8 87.32 0.1235 nan nan nan
462.0 0.0 58.9 96.38 0.1363 nan nan nan
463.0 1.0 69.88 102.03 0.1443 0.0 0.0 0.0
464.0 1.0 37.49 82.91 0.1173 0.0 0.0 0.0
465.0 1.0 57.38 95.54 0.1351 0.0 0.0 0.0
466.0 0.0 63.14 98.64 0.1395 nan nan nan
467.0 1.0 70.21 102.19 0.1445 0.0 0.0 0.0
468.0 0.0 67.82 101.02 0.1429 nan nan nan
469.0 0.0 33.36 79.75 0.1128 nan nan nan
470.0 1.0 63.36 98.75 0.1397 0.0 0.0 0.0
471.0 1.0 69.23 101.71 0.1439 0.0 0.0 0.0
472.0 0.0 64.23 99.2 0.1403 nan nan nan
473.0 0.0 66.29 100.25 0.1418 nan nan nan
474.0 1.0 67.38 100.8 0.1426 0.0 0.0 0.0
475.0 1.0 59.77 96.85 0.137 0.0 0.0 0.0
476.0 0.0 56.19 94.88 0.1342 nan nan nan
477.0 0.0 59.77 96.85 0.137 nan nan nan
478.0 0.0 51.84 92.36 0.1306 nan nan nan
479.0 0.0 61.62 97.84 0.1384 nan nan nan
480.0 0.0 70.86 102.5 0.145 nan nan nan
481.0 0.0 55.21 94.32 0.1334 nan nan nan
482.0 1.0 58.25 96.02 0.1358 0.0 0.0 0.0
483.0 0.0 67.05 100.64 0.1424 nan nan nan
484.0 1.0 70.1 102.14 0.1445 0.0 0.0 0.0
485.0 0.0 62.38 98.24 0.139 nan nan nan
486.0 1.0 64.77 99.48 0.1407 0.0 0.0 0.0
487.0 1.0 66.84 100.53 0.1422 0.0 0.0 0.0
488.0 0.0 60.86 97.44 0.1378 nan nan nan
489.0 0.0 49.34 90.85 0.1285 nan nan nan
490.0 0.0 55.75 94.63 0.1339 nan nan nan
491.0 0.0 61.08 97.55 0.138 nan nan nan
492.0 0.0 51.19 91.97 0.1301 nan nan nan
493.0 1.0 62.6 98.35 0.1391 0.0 0.0 0.0
494.0 0.0 57.71 95.72 0.1354 nan nan nan
495.0 0.0 48.14 90.11 0.1275 nan nan nan
496.0 0.0 60.64 97.32 0.1377 nan nan nan
497.0 0.0 55.97 94.75 0.134 nan nan nan
498.0 0.0 61.51 97.78 0.1383 nan nan nan
499.0 2.0 47.38 89.64 0.1268 9.3 0.51 3.29
500.0 0.0 63.36 98.75 0.1397 nan nan nan
501.0 0.0 66.95 100.58 0.1423 nan nan nan
502.0 0.0 68.25 101.23 0.1432 nan nan nan
503.0 0.0 67.82 101.01 0.1429 nan nan nan
504.0 0.0 56.4 95.0 0.1344 nan nan nan
505.0 0.0 36.73 82.34 0.1165 nan nan nan
506.0 0.0 63.14 98.64 0.1395 nan nan nan
507.0 0.0 66.95 100.58 0.1423 nan nan nan
508.0 0.0 62.71 98.41 0.1392 nan nan nan
509.0 0.0 61.08 97.55 0.138 nan nan nan
510.0 0.0 53.36 93.26 0.1319 nan nan nan
511.0 1.0 30.0 76.96 0.1089 0.0 0.0 0.0
512.0 1.0 65.75 99.98 0.1414 0.0 0.0 0.0
513.0 1.0 71.29 102.71 0.1453 0.0 0.0 0.0
514.0 0.0 37.06 82.59 0.1168 nan nan nan
515.0 0.0 36.3 82.02 0.116 nan nan nan
516.0 0.0 57.38 95.54 0.1352 nan nan nan
517.0 0.0 63.69 98.92 0.1399 nan nan nan
518.0 0.0 54.34 93.83 0.1327 nan nan nan
519.0 0.0 51.73 92.3 0.1306 nan nan nan
520.0 0.0 34.78 80.86 0.1144 nan nan nan
521.0 0.0 63.25 98.69 0.1396 nan nan nan
522.0 0.0 33.36 79.74 0.1128 nan nan nan
523.0 1.0 59.23 96.56 0.1366 0.0 0.0 0.0
524.0 2.0 57.38 95.54 0.1351 84.4 44.77 36.91
525.0 0.0 46.41 89.01 0.1259 nan nan nan
526.0 0.0 42.82 86.66 0.1226 nan nan nan
527.0 0.0 55.1 94.26 0.1333 nan nan nan
528.0 0.0 57.6 95.66 0.1353 nan nan nan
529.0 0.0 64.45 99.31 0.1405 nan nan nan
530.0 2.0 60.53 97.26 0.1376 99.99 63.98 36.31
531.0 2.0 58.14 95.96 0.1357 85.54 46.2 28.45
532.0 1.0 41.52 85.77 0.1213 0.0 0.0 0.0
533.0 1.0 63.36 98.75 0.1397 0.0 0.0 0.0
534.0 0.0 50.54 91.58 0.1295 nan nan nan
535.0 1.0 59.77 96.86 0.137 0.0 0.0 0.0
536.0 0.0 60.32 97.15 0.1374 nan nan nan
537.0 0.0 54.56 93.95 0.1329 nan nan nan
538.0 1.0 59.66 96.79 0.1369 0.0 0.0 0.0
539.0 0.0 34.34 80.52 0.1139 nan nan nan
540.0 0.0 52.49 92.75 0.1312 nan nan nan
541.0 1.0 49.56 90.99 0.1287 0.0 0.0 0.0
542.0 0.0 57.38 95.54 0.1352 nan nan nan
543.0 0.0 43.15 86.88 0.1229 nan nan nan
544.0 1.0 61.19 97.61 0.1381 0.0 0.0 0.0
545.0 0.0 28.15 75.35 0.1066 nan nan nan
546.0 1.0 54.23 93.76 0.1326 0.0 0.0 0.0
547.0 0.0 62.49 98.3 0.139 nan nan nan
548.0 0.0 58.03 95.91 0.1357 nan nan nan
549.0 1.0 59.77 96.85 0.137 0.0 0.0 0.0
550.0 0.0 53.8 93.51 0.1323 nan nan nan
551.0 1.0 57.17 95.42 0.135 0.0 0.0 0.0
552.0 0.0 55.86 94.69 0.1339 nan nan nan
553.0 0.0 56.3 94.94 0.1343 nan nan nan
554.0 0.0 50.97 91.84 0.1299 nan nan nan
555.0 1.0 62.06 98.07 0.1387 0.0 0.0 0.0
556.0 0.0 58.9 96.38 0.1363 nan nan nan
557.0 1.0 58.8 96.32 0.1362 0.0 0.0 0.0
558.0 0.0 48.36 90.25 0.1277 nan nan nan
559.0 0.0 42.38 86.37 0.1222 nan nan nan
560.0 0.0 30.21 77.15 0.1091 nan nan nan
561.0 0.0 48.14 90.11 0.1275 nan nan nan
562.0 0.0 59.01 96.44 0.1364 nan nan nan
563.0 0.0 54.12 93.7 0.1325 nan nan nan
564.0 0.0 44.12 87.53 0.1238 nan nan nan
565.0 0.0 57.82 95.78 0.1355 nan nan nan
566.0 0.0 52.06 92.49 0.1308 nan nan nan
567.0 0.0 60.75 97.38 0.1377 nan nan nan
568.0 0.0 56.3 94.94 0.1343 nan nan nan
569.0 0.0 47.49 89.71 0.1269 nan nan nan
570.0 0.0 28.8 75.93 0.1074 nan nan nan
571.0 2.0 44.67 87.89 0.1243 64.29 23.9 13.61
572.0 1.0 52.06 92.49 0.1308 0.0 0.0 0.0
573.0 0.0 35.1 81.11 0.1147 nan nan nan
574.0 0.0 49.99 91.25 0.1291 nan nan nan
575.0 0.0 57.06 95.36 0.1349 nan nan nan
576.0 1.0 55.21 94.32 0.1334 0.0 0.0 0.0
577.0 0.0 39.67 84.48 0.1195 nan nan nan
578.0 0.0 57.17 95.42 0.135 nan nan nan
579.0 0.0 48.14 90.12 0.1275 nan nan nan
580.0 0.0 56.84 95.24 0.1347 nan nan nan
581.0 0.0 58.25 96.02 0.1358 nan nan nan
582.0 1.0 59.45 96.68 0.1367 0.0 0.0 0.0
583.0 1.0 53.8 93.51 0.1323 0.0 0.0 0.0
584.0 1.0 57.49 95.61 0.1352 0.0 0.0 0.0
585.0 0.0 51.73 92.3 0.1306 nan nan nan
586.0 1.0 50.97 91.84 0.1299 0.0 0.0 0.0
587.0 0.0 48.04 90.05 0.1274 nan nan nan
588.0 0.0 48.14 90.11 0.1275 nan nan nan
589.0 1.0 27.6 74.86 0.1059 0.0 0.0 0.0
590.0 2.0 53.47 93.32 0.132 79.4 38.71 30.15
591.0 0.0 35.76 81.61 0.1154 nan nan nan
592.0 0.0 57.82 95.79 0.1355 nan nan nan
593.0 1.0 52.38 92.68 0.1311 0.0 0.0 0.0
594.0 1.0 51.95 92.43 0.1307 0.0 0.0 0.0
595.0 0.0 59.34 96.62 0.1367 nan nan nan
596.0 0.0 51.95 92.43 0.1307 nan nan nan
597.0 0.0 54.67 94.01 0.133 nan nan nan
598.0 0.0 51.84 92.36 0.1307 nan nan nan
599.0 0.0 50.64 91.65 0.1296 nan nan nan
600.0 0.0 53.8 93.51 0.1323 nan nan nan
601.0 0.0 38.25 83.47 0.1181 nan nan nan
602.0 1.0 41.62 85.85 0.1214 0.0 0.0 0.0
603.0 1.0 40.21 84.87 0.12 0.0 0.0 0.0
604.0 0.0 54.45 93.89 0.1328 nan nan nan
605.0 0.0 48.8 90.52 0.128 nan nan nan
606.0 0.0 58.69 96.26 0.1362 nan nan nan
607.0 1.0 54.67 94.01 0.133 0.0 0.0 0.0
608.0 1.0 56.73 95.18 0.1346 0.0 0.0 0.0
609.0 1.0 57.93 95.84 0.1356 0.0 0.0 0.0
610.0 0.0 41.3 85.62 0.1211 nan nan nan
611.0 0.0 42.93 86.73 0.1227 nan nan nan
612.0 1.0 53.47 93.32 0.132 0.0 0.0 0.0
613.0 1.0 49.88 91.19 0.129 0.0 0.0 0.0
614.0 2.0 43.25 86.95 0.123 86.75 43.05 33.01
615.0 0.0 47.82 89.91 0.1272 nan nan nan
616.0 0.0 42.82 86.66 0.1226 nan nan nan
617.0 0.0 45.54 88.46 0.1251 nan nan nan
618.0 0.0 46.73 89.22 0.1262 nan nan nan
619.0 0.0 39.34 84.25 0.1192 nan nan nan
620.0 1.0 48.04 90.05 0.1274 0.0 0.0 0.0
621.0 2.0 30.76 77.61 0.1098 64.93 21.53 22.77
622.0 0.0 52.93 93.0 0.1316 nan nan nan
623.0 0.0 28.91 76.03 0.1075 nan nan nan
624.0 0.0 37.82 83.15 0.1176 nan nan nan
625.0 0.0 42.06 86.14 0.1219 nan nan nan
626.0 0.0 46.84 89.29 0.1263 nan nan nan
627.0 0.0 45.21 88.25 0.1248 nan nan nan
628.0 0.0 31.84 78.51 0.1111 nan nan nan
629.0 0.0 42.38 86.37 0.1222 nan nan nan
630.0 0.0 40.32 84.94 0.1201 nan nan nan
631.0 0.0 53.36 93.26 0.1319 nan nan nan
632.0 1.0 45.97 88.74 0.1255 0.0 0.0 0.0
633.0 0.0 39.34 84.25 0.1192 nan nan nan
634.0 1.0 36.52 82.18 0.1162 0.0 0.0 0.0
635.0 0.0 52.17 92.56 0.1309 nan nan nan
636.0 0.0 47.28 89.57 0.1267 nan nan nan
637.0 0.0 32.39 78.96 0.1117 nan nan nan
638.0 0.0 45.21 88.24 0.1248 nan nan nan
639.0 1.0 54.45 93.89 0.1328 0.0 0.0 0.0
640.0 2.0 42.17 86.22 0.122 125.35 89.13 35.13
641.0 0.0 40.54 85.09 0.1204 nan nan nan
642.0 0.0 40.86 85.32 0.1207 nan nan nan
643.0 1.0 36.73 82.34 0.1165 0.0 0.0 0.0
644.0 0.0 49.67 91.05 0.1288 nan nan nan
645.0 0.0 38.04 83.31 0.1178 nan nan nan
646.0 0.0 51.3 92.04 0.1302 nan nan nan
647.0 0.0 26.84 74.17 0.1049 nan nan nan
648.0 1.0 48.47 90.32 0.1278 0.0 0.0 0.0
649.0 0.0 47.6 89.77 0.127 nan nan nan
650.0 0.0 32.82 79.31 0.1122 nan nan nan
651.0 1.0 42.06 86.14 0.1219 0.0 0.0 0.0
652.0 0.0 42.93 86.73 0.1227 nan nan nan
653.0 0.0 39.67 84.48 0.1195 nan nan nan
654.0 0.0 45.75 88.6 0.1253 nan nan nan
655.0 0.0 41.84 86.0 0.1216 nan nan nan
656.0 1.0 44.88 88.03 0.1245 0.0 0.0 0.0
657.0 0.0 30.54 77.43 0.1095 nan nan nan
658.0 0.0 42.93 86.73 0.1227 nan nan nan
659.0 3.0 44.34 87.68 0.124 102.77 60.92 78.75
660.0 0.0 33.8 80.09 0.1133 nan nan nan
661.0 0.0 43.15 86.88 0.1229 nan nan nan
662.0 0.0 38.25 83.46 0.1181 nan nan nan
663.0 0.0 40.97 85.4 0.1208 nan nan nan
664.0 0.0 42.6 86.51 0.1224 nan nan nan
665.0 0.0 26.52 73.87 0.1045 nan nan nan
666.0 0.0 28.91 76.02 0.1075 nan nan nan
667.0 0.0 33.15 79.57 0.1126 nan nan nan
668.0 0.0 22.28 69.7 0.0986 nan nan nan
669.0 0.0 49.99 91.25 0.1291 nan nan nan
670.0 0.0 34.78 80.86 0.1144 nan nan nan
671.0 1.0 32.82 79.31 0.1122 0.0 0.0 0.0
672.0 0.0 38.36 83.54 0.1182 nan nan nan
673.0 0.0 45.65 88.53 0.1252 nan nan nan
674.0 0.0 44.01 87.46 0.1237 nan nan nan
675.0 0.0 38.91 83.94 0.1187 nan nan nan
676.0 0.0 44.34 87.67 0.124 nan nan nan
677.0 0.0 54.23 93.76 0.1326 nan nan nan
678.0 0.0 21.84 69.25 0.0979 nan nan nan
679.0 0.0 18.91 65.99 0.0934 nan nan nan
680.0 1.0 27.17 74.47 0.1053 0.0 0.0 0.0
681.0 0.0 50.1 91.32 0.1292 nan nan nan
682.0 0.0 46.84 89.29 0.1263 nan nan nan
683.0 0.0 44.23 87.6 0.1239 nan nan nan
684.0 1.0 48.69 90.45 0.1279 0.0 0.0 0.0
685.0 0.0 44.67 87.89 0.1243 nan nan nan
686.0 0.0 49.12 90.72 0.1283 nan nan nan
687.0 0.0 47.38 89.64 0.1268 nan nan nan
688.0 0.0 46.08 88.81 0.1256 nan nan nan
689.0 1.0 43.15 86.88 0.1229 0.0 0.0 0.0
690.0 0.0 31.19 77.97 0.1103 nan nan nan
691.0 0.0 48.36 90.25 0.1277 nan nan nan
692.0 0.0 25.1 72.53 0.1026 nan nan nan
693.0 0.0 45.65 88.53 0.1252 nan nan nan
694.0 0.0 47.71 89.84 0.1271 nan nan nan
695.0 0.0 40.65 85.17 0.1205 nan nan nan
696.0 0.0 41.95 86.07 0.1217 nan nan nan
697.0 0.0 44.67 87.89 0.1243 nan nan nan
698.0 0.0 42.6 86.51 0.1224 nan nan nan
699.0 1.0 39.12 84.09 0.119 0.0 0.0 0.0
700.0 0.0 41.41 85.7 0.1212 nan nan nan
701.0 1.0 49.88 91.19 0.129 0.0 0.0 0.0
702.0 0.0 42.38 86.37 0.1222 nan nan nan
703.0 0.0 42.93 86.73 0.1227 nan nan nan
704.0 0.0 50.75 91.71 0.1297 nan nan nan
705.0 0.0 40.75 85.25 0.1206 nan nan nan
706.0 0.0 46.84 89.29 0.1263 nan nan nan
707.0 0.0 40.65 85.17 0.1205 nan nan nan
708.0 0.0 35.32 81.27 0.115 nan nan nan
709.0 0.0 43.15 86.88 0.1229 nan nan nan
710.0 0.0 41.41 85.7 0.1212 nan nan nan
711.0 1.0 44.01 87.46 0.1237 0.0 0.0 0.0
712.0 0.0 39.02 84.02 0.1188 nan nan nan
713.0 0.0 33.91 80.17 0.1134 nan nan nan
714.0 0.0 34.67 80.77 0.1142 nan nan nan
715.0 1.0 25.54 72.95 0.1032 0.0 0.0 0.0
716.0 1.0 43.47 87.1 0.1232 0.0 0.0 0.0
717.0 0.0 22.17 69.59 0.0984 nan nan nan
718.0 0.0 42.38 86.37 0.1222 nan nan nan
719.0 0.0 33.36 79.74 0.1128 nan nan nan
720.0 0.0 25.1 72.53 0.1026 nan nan nan
721.0 0.0 44.34 87.68 0.124 nan nan nan
722.0 0.0 21.3 68.67 0.0971 nan nan nan
723.0 0.0 41.19 85.55 0.121 nan nan nan
724.0 2.0 47.06 89.43 0.1265 100.63 59.59 48.8
725.0 0.0 46.3 88.95 0.1258 nan nan nan
726.0 0.0 40.54 85.09 0.1204 nan nan nan
727.0 0.0 43.91 87.39 0.1236 nan nan nan
728.0 0.0 42.28 86.29 0.1221 nan nan nan
729.0 1.0 42.71 86.59 0.1225 0.0 0.0 0.0
730.0 0.0 19.67 66.87 0.0946 nan nan nan
731.0 0.0 34.99 81.02 0.1146 nan nan nan
732.0 1.0 33.69 80.0 0.1132 0.0 0.0 0.0
733.0 1.0 36.84 82.42 0.1166 0.0 0.0 0.0
734.0 1.0 35.32 81.28 0.115 0.0 0.0 0.0
735.0 0.0 45.75 88.6 0.1253 nan nan nan
736.0 1.0 43.58 87.17 0.1233 0.0 0.0 0.0
737.0 0.0 33.58 79.92 0.113 nan nan nan
738.0 0.0 37.82 83.15 0.1176 nan nan nan
739.0 1.0 37.93 83.23 0.1177 0.0 0.0 0.0
740.0 0.0 31.73 78.43 0.1109 nan nan nan
741.0 0.0 31.84 78.52 0.1111 nan nan nan
742.0 0.0 32.06 78.69 0.1113 nan nan nan
743.0 1.0 31.52 78.24 0.1107 0.0 0.0 0.0
744.0 1.0 40.54 85.09 0.1204 0.0 0.0 0.0
745.0 0.0 41.41 85.7 0.1212 nan nan nan
746.0 1.0 38.36 83.54 0.1182 0.0 0.0 0.0
747.0 0.0 30.76 77.61 0.1098 nan nan nan
748.0 0.0 15.54 61.82 0.0874 nan nan nan
749.0 0.0 36.41 82.1 0.1161 nan nan nan
750.0 0.0 40.1 84.79 0.1199 nan nan nan
751.0 0.0 40.65 85.17 0.1205 nan nan nan
752.0 0.0 38.69 83.78 0.1185 nan nan nan
753.0 0.0 39.99 84.71 0.1198 nan nan nan
754.0 0.0 43.69 87.24 0.1234 nan nan nan
755.0 0.0 40.21 84.87 0.12 nan nan nan
756.0 0.0 32.93 79.4 0.1123 nan nan nan
757.0 0.0 30.0 76.97 0.1089 nan nan nan
758.0 0.0 22.82 70.26 0.0994 nan nan nan
759.0 0.0 37.06 82.59 0.1168 nan nan nan
760.0 0.0 26.41 73.77 0.1043 nan nan nan
761.0 0.0 39.78 84.56 0.1196 nan nan nan
762.0 1.0 38.15 83.39 0.118 0.0 0.0 0.0
763.0 0.0 39.02 84.01 0.1188 nan nan nan
764.0 0.0 41.73 85.92 0.1215 nan nan nan
765.0 0.0 34.99 81.02 0.1146 nan nan nan
766.0 1.0 25.87 73.26 0.1036 0.0 0.0 0.0
767.0 0.0 44.12 87.53 0.1238 nan nan nan
768.0 1.0 38.58 83.7 0.1184 0.0 0.0 0.0
769.0 0.0 38.47 83.62 0.1183 nan nan nan
770.0 0.0 34.56 80.69 0.1141 nan nan nan
771.0 2.0 37.82 83.15 0.1176 23.04 2.91 7.43
772.0 1.0 33.58 79.92 0.113 0.0 0.0 0.0
773.0 0.0 32.71 79.22 0.1121 nan nan nan
774.0 0.0 38.8 83.86 0.1186 nan nan nan
775.0 0.0 38.36 83.54 0.1182 nan nan nan
776.0 0.0 36.73 82.34 0.1165 nan nan nan
777.0 1.0 42.93 86.73 0.1227 0.0 0.0 0.0
778.0 0.0 34.34 80.52 0.1139 nan nan nan
779.0 0.0 34.89 80.94 0.1145 nan nan nan
780.0 2.0 40.1 84.79 0.1199 51.23 14.64 26.09
781.0 0.0 28.91 76.02 0.1075 nan nan nan
782.0 0.0 38.69 83.78 0.1185 nan nan nan
783.0 0.0 36.84 82.43 0.1166 nan nan nan
784.0 0.0 31.84 78.51 0.1111 nan nan nan
785.0 2.0 39.99 84.71 0.1198 42.82 10.22 16.31
786.0 0.0 37.82 83.15 0.1176 nan nan nan
787.0 0.0 23.47 70.93 0.1003 nan nan nan
788.0 0.0 37.6 82.99 0.1174 nan nan nan
789.0 0.0 35.76 81.61 0.1154 nan nan nan
790.0 0.0 28.26 75.45 0.1067 nan nan nan
791.0 0.0 39.12 84.09 0.1189 nan nan nan
792.0 0.0 24.34 71.79 0.1016 nan nan nan
793.0 0.0 29.45 76.5 0.1082 nan nan nan
794.0 0.0 40.97 85.4 0.1208 nan nan nan
795.0 0.0 40.97 85.4 0.1208 nan nan nan
796.0 0.0 33.26 79.66 0.1127 nan nan nan
797.0 0.0 39.02 84.01 0.1188 nan nan nan
798.0 0.0 40.1 84.79 0.1199 nan nan nan
799.0 1.0 39.45 84.33 0.1193 0.0 0.0 0.0
800.0 1.0 33.47 79.83 0.1129 0.0 0.0 0.0
801.0 1.0 32.6 79.13 0.1119 0.0 0.0 0.0
802.0 0.0 27.82 75.06 0.1062 nan nan nan
803.0 1.0 36.95 82.51 0.1167 0.0 0.0 0.0
804.0 0.0 37.71 83.07 0.1175 nan nan nan
805.0 0.0 34.78 80.85 0.1144 nan nan nan
806.0 0.0 23.26 70.71 0.1 nan nan nan
807.0 0.0 38.91 83.94 0.1187 nan nan nan
808.0 0.0 27.5 74.76 0.1058 nan nan nan
809.0 0.0 35.97 81.77 0.1157 nan nan nan
810.0 0.0 29.23 76.31 0.1079 nan nan nan
811.0 0.0 36.52 82.18 0.1162 nan nan nan
812.0 0.0 33.36 79.75 0.1128 nan nan nan
813.0 0.0 36.62 82.26 0.1164 nan nan nan
814.0 0.0 30.54 77.43 0.1095 nan nan nan
815.0 0.0 24.89 72.32 0.1023 nan nan nan
816.0 0.0 41.19 85.55 0.121 nan nan nan
817.0 1.0 39.99 84.71 0.1198 0.0 0.0 0.0
818.0 0.0 39.67 84.48 0.1195 nan nan nan
819.0 0.0 29.78 76.78 0.1086 nan nan nan
820.0 1.0 26.52 73.87 0.1045 0.0 0.0 0.0
821.0 0.0 36.3 82.02 0.116 nan nan nan
822.0 1.0 29.02 76.12 0.1077 0.0 0.0 0.0
823.0 0.0 5.98 44.96 0.0636 nan nan nan
824.0 1.0 40.97 85.4 0.1208 0.0 0.0 0.0
825.0 1.0 20.65 67.96 0.0961 0.0 0.0 0.0
826.0 0.0 22.06 69.47 0.0983 nan nan nan
827.0 0.0 27.28 74.57 0.1055 nan nan nan
828.0 0.0 36.3 82.02 0.116 nan nan nan
829.0 0.0 34.78 80.85 0.1144 nan nan nan
830.0 0.0 39.56 84.4 0.1194 nan nan nan
831.0 0.0 34.34 80.52 0.1139 nan nan nan
832.0 0.0 39.23 84.17 0.1191 nan nan nan
833.0 1.0 30.1 77.06 0.109 0.0 0.0 0.0
834.0 0.0 36.08 81.85 0.1158 nan nan nan
835.0 1.0 34.56 80.69 0.1141 0.0 0.0 0.0
836.0 1.0 29.78 76.78 0.1086 0.0 0.0 0.0
837.0 1.0 35.86 81.69 0.1156 0.0 0.0 0.0
838.0 1.0 30.32 77.24 0.1093 0.0 0.0 0.0
839.0 0.0 35.97 81.77 0.1157 nan nan nan
840.0 0.0 25.32 72.74 0.1029 nan nan nan
841.0 0.0 33.8 80.09 0.1133 nan nan nan
842.0 0.0 35.65 81.53 0.1153 nan nan nan
843.0 0.0 30.21 77.15 0.1091 nan nan nan
844.0 0.0 12.06 56.81 0.0804 nan nan nan
845.0 0.0 35.21 81.19 0.1149 nan nan nan
846.0 0.0 17.93 64.84 0.0917 nan nan nan
847.0 0.0 35.1 81.11 0.1147 nan nan nan
848.0 0.0 36.73 82.35 0.1165 nan nan nan
849.0 0.0 30.97 77.79 0.11 nan nan nan
850.0 1.0 34.34 80.52 0.1139 0.0 0.0 0.0
851.0 0.0 30.97 77.79 0.11 nan nan nan
852.0 0.0 36.52 82.18 0.1162 nan nan nan
853.0 0.0 38.15 83.39 0.118 nan nan nan
854.0 0.0 37.93 83.23 0.1177 nan nan nan
855.0 0.0 37.82 83.15 0.1176 nan nan nan
856.0 0.0 32.82 79.31 0.1122 nan nan nan
857.0 0.0 38.8 83.86 0.1186 nan nan nan
858.0 0.0 26.84 74.17 0.1049 nan nan nan
859.0 0.0 34.99 81.02 0.1146 nan nan nan
860.0 0.0 33.36 79.74 0.1128 nan nan nan
861.0 0.0 34.56 80.69 0.1141 nan nan nan
862.0 0.0 35.65 81.52 0.1153 nan nan nan
863.0 0.0 27.28 74.57 0.1055 nan nan nan
864.0 0.0 29.67 76.69 0.1085 nan nan nan
865.0 0.0 35.86 81.69 0.1155 nan nan nan
866.0 0.0 34.45 80.6 0.114 nan nan nan
867.0 0.0 39.02 84.01 0.1188 nan nan nan
868.0 0.0 18.48 65.48 0.0926 nan nan nan
869.0 0.0 33.04 79.49 0.1124 nan nan nan
870.0 2.0 28.91 76.02 0.1075 21.21 2.25 6.75
871.0 0.0 21.63 69.01 0.0976 nan nan nan
872.0 0.0 22.5 69.93 0.0989 nan nan nan
873.0 0.0 18.37 65.36 0.0924 nan nan nan
874.0 0.0 26.41 73.77 0.1043 nan nan nan
875.0 1.0 34.89 80.94 0.1145 0.0 0.0 0.0
876.0 1.0 36.19 81.94 0.1159 0.0 0.0 0.0
877.0 0.0 33.69 80.0 0.1132 nan nan nan
878.0 0.0 10.22 53.75 0.076 nan nan nan
879.0 0.0 34.02 80.26 0.1135 nan nan nan
880.0 1.0 16.85 63.5 0.0898 0.0 0.0 0.0
881.0 2.0 33.8 80.09 0.1133 26.64 3.74 9.22
882.0 0.0 35.43 81.36 0.1151 nan nan nan
883.0 0.0 24.89 72.32 0.1023 nan nan nan
884.0 0.0 35.43 81.36 0.1151 nan nan nan
885.0 2.0 39.34 84.25 0.1192 66.57 24.56 32.15
886.0 0.0 29.13 76.21 0.1078 nan nan nan
887.0 0.0 31.73 78.42 0.1109 nan nan nan
888.0 0.0 35.65 81.52 0.1153 nan nan nan
889.0 1.0 34.56 80.69 0.1141 0.0 0.0 0.0
890.0 1.0 19.78 66.99 0.0948 0.0 0.0 0.0
891.0 2.0 34.67 80.77 0.1143 26.09 3.62 6.8
892.0 0.0 37.17 82.67 0.1169 nan nan nan
893.0 1.0 34.45 80.6 0.114 0.0 0.0 0.0
894.0 0.0 35.54 81.44 0.1152 nan nan nan
895.0 0.0 35.65 81.52 0.1153 nan nan nan
896.0 1.0 34.23 80.43 0.1138 0.0 0.0 0.0
897.0 0.0 32.06 78.69 0.1113 nan nan nan
898.0 0.0 25.87 73.26 0.1036 nan nan nan
899.0 0.0 21.74 69.13 0.0978 nan nan nan
900.0 0.0 33.26 79.66 0.1127 nan nan nan
901.0 0.0 26.3 73.67 0.1042 nan nan nan
902.0 0.0 31.3 78.07 0.1104 nan nan nan
903.0 0.0 31.63 78.34 0.1108 nan nan nan
904.0 0.0 28.26 75.45 0.1067 nan nan nan
905.0 1.0 27.5 74.77 0.1058 0.0 0.0 0.0
906.0 0.0 34.99 81.02 0.1146 nan nan nan
907.0 0.0 34.45 80.6 0.114 nan nan nan
908.0 0.0 36.73 82.34 0.1165 nan nan nan
909.0 0.0 30.76 77.61 0.1098 nan nan nan
910.0 1.0 28.91 76.02 0.1075 0.0 0.0 0.0
911.0 0.0 23.47 70.93 0.1003 nan nan nan
912.0 0.0 22.61 70.04 0.0991 nan nan nan
913.0 0.0 23.69 71.15 0.1006 nan nan nan
914.0 0.0 22.17 69.59 0.0984 nan nan nan
915.0 0.0 28.26 75.45 0.1067 nan nan nan
916.0 0.0 32.6 79.14 0.1119 nan nan nan
917.0 0.0 25.21 72.64 0.1027 nan nan nan
918.0 0.0 32.39 78.96 0.1117 nan nan nan
