No. Number_particles M200 sigma200 R200 Sigma M_sigma Sigma_LoS Offset offset_log a_major b_inter c_minor major_dispersion intermediate_dispersion minor_dispersion
170.0 1957.0 212.6844 147.8601 0.2092 236.6912 545.0017 134.7914 0.01098 -1.95941 0.05078 0.04606 0.04063 144.75736 133.51081 131.31221
171.0 1685.0 183.1238 140.6677 0.199 218.8977 443.4437 131.1722 0.00538 -2.26929 0.05707 0.046 0.03473 138.92546 126.60292 112.19458
172.0 1402.0 152.3677 132.3031 0.1872 244.1336 518.8096 124.5134 0.01219 -1.91388 0.0442 0.03647 0.03437 144.55297 129.72637 147.9079
173.0 1552.0 168.6695 136.8623 0.1936 217.7348 426.8985 122.0778 0.0093 -2.03154 0.05606 0.03955 0.03716 142.87913 115.21309 117.13215
174.0 2089.0 227.03 151.1113 0.2138 245.6037 599.7342 144.9498 0.00578 -2.23832 0.05009 0.04855 0.03608 148.82864 149.27804 126.04467
175.0 1922.0 208.8806 146.9735 0.2079 229.6079 509.7926 139.2428 0.00389 -2.41023 0.055 0.04467 0.03708 143.25311 133.6296 119.75584
176.0 1845.0 200.5124 144.9848 0.2051 231.9655 513.2669 136.2514 0.00295 -2.52952 0.04776 0.04472 0.03812 145.34455 131.53394 124.02335
177.0 1983.0 215.51 148.5099 0.2101 242.6554 575.3557 131.3053 0.00956 -2.01933 0.0526 0.04243 0.03651 153.9841 136.69903 128.38964
178.0 1815.0 197.252 144.1947 0.204 244.7223 568.159 132.5359 0.0027 -2.5681 0.05597 0.03613 0.03537 164.35827 129.41821 126.98927
179.0 1069.0 116.1776 120.8695 0.171 195.5069 303.9577 116.1949 0.01017 -1.99251 0.04089 0.03737 0.03388 114.33945 116.71931 107.35948
180.0 1473.0 160.0839 134.4997 0.1903 212.267 398.7216 114.813 0.02535 -1.59595 0.07032 0.04044 0.02893 146.34006 122.37881 93.08756
181.0 1665.0 180.9502 140.109 0.1982 224.8011 465.8258 122.6101 0.01134 -1.9452 0.05599 0.04123 0.03568 142.73037 126.21655 119.30198
182.0 2042.0 221.9221 149.969 0.2121 278.9619 767.869 155.4686 0.01265 -1.89802 0.05067 0.04157 0.02964 189.64393 158.7846 129.00524
183.0 1822.0 198.0128 144.3835 0.2042 232.3209 512.6663 130.639 0.00119 -2.92372 0.04811 0.04349 0.03941 141.39213 134.94941 125.57836
184.0 1614.0 175.4076 138.6626 0.1961 217.5045 431.5849 122.8655 0.03339 -1.47638 0.07319 0.04116 0.03419 113.84689 138.23359 123.44463
185.0 654.0 78.9008 106.2424 0.1503 176.1768 216.9618 98.6729 0.02476 -1.60627 0.04584 0.02585 0.02175 120.47543 84.84348 96.56872
186.0 1526.0 165.8438 136.0959 0.1925 209.6533 393.5615 118.0234 0.01711 -1.7667 0.0549 0.04422 0.03703 123.0072 122.52221 117.52458
187.0 1482.0 161.062 134.7742 0.1906 207.5728 382.0503 122.7091 0.00528 -2.27708 0.05802 0.04176 0.03875 123.32365 124.02306 111.78571
188.0 1691.0 183.7758 140.8348 0.1992 216.2195 433.1698 131.3527 0.00519 -2.28486 0.0496 0.048 0.04102 124.40733 132.39868 117.23594
189.0 1153.0 125.3066 123.9562 0.1753 191.4445 298.8983 103.7796 0.0104 -1.98308 0.04813 0.04341 0.03619 116.0959 115.48544 99.1758
190.0 1352.0 146.9337 130.7113 0.1849 211.1026 383.2504 121.6919 0.00802 -2.09576 0.04383 0.03856 0.03327 124.30771 124.88476 116.25702
191.0 1626.0 176.7117 139.0041 0.1966 217.6235 433.1337 126.0732 0.00397 -2.40143 0.0484 0.04561 0.03704 134.63293 126.92089 114.56467
192.0 1450.0 157.5842 133.7961 0.1893 214.6301 405.5154 121.6337 0.0105 -1.97896 0.04213 0.04047 0.03563 121.18645 128.94987 121.45723
193.0 1776.0 193.0135 143.1541 0.2025 220.2823 457.0244 126.7106 0.00656 -2.18301 0.04905 0.04549 0.03877 130.93281 129.05949 121.34467
194.0 1620.0 176.0596 138.837 0.1964 217.7089 432.914 115.4441 0.00394 -2.40453 0.05626 0.03845 0.0327 148.31801 114.37148 110.98688
195.0 1763.0 191.6007 142.8043 0.202 234.8178 518.0561 135.296 0.00426 -2.37082 0.04566 0.03986 0.03674 143.97913 134.72163 127.51279
196.0 1665.0 180.9502 140.1068 0.1982 214.4576 423.9586 118.82 0.0067 -2.17383 0.05037 0.0471 0.04015 124.14923 133.4625 112.99015
197.0 1572.0 170.8431 137.4482 0.1944 218.3578 431.1779 130.9861 0.00568 -2.24574 0.04811 0.04168 0.037 133.29594 126.91729 117.49185
198.0 1827.0 198.5562 144.51 0.2044 229.7928 502.0657 110.4941 0.01332 -1.87535 0.06089 0.04512 0.02892 153.03128 135.88313 104.50811
199.0 1637.0 177.9072 139.321 0.1971 231.2084 489.9679 127.4852 0.0044 -2.35649 0.05115 0.03931 0.03341 150.8071 125.50201 122.32647
200.0 1807.0 196.3826 143.9811 0.2037 221.1577 463.336 136.9367 0.04318 -1.36467 0.06597 0.04151 0.03295 139.79366 126.22338 115.9143
201.0 1466.0 159.3231 134.289 0.1899 210.5842 391.7868 110.9967 0.01964 -1.70678 0.05824 0.03557 0.03395 142.37687 111.1881 108.22089
202.0 1516.0 164.757 135.7967 0.1921 215.8232 416.1617 121.5549 0.00649 -2.18752 0.04948 0.03927 0.0345 134.67923 122.83018 115.55918
203.0 1597.0 173.56 138.1713 0.1955 222.7569 451.1035 119.7926 0.00187 -2.72836 0.05616 0.03608 0.03331 147.11237 118.43844 118.11401
204.0 1574.0 171.0604 137.5081 0.1945 217.5325 428.096 121.5779 0.00894 -2.04858 0.05118 0.0415 0.03777 132.69289 129.03929 114.28843
205.0 1617.0 175.7336 138.7469 0.1963 223.7953 457.2041 128.2826 0.00275 -2.56056 0.0456 0.03937 0.0361 136.52766 131.27517 119.21146
206.0 1746.0 189.7532 142.343 0.2014 220.863 456.8384 123.4764 0.01531 -1.81499 0.05396 0.04493 0.03317 127.59341 142.01626 111.04855
207.0 946.0 102.8101 116.0449 0.1641 168.2443 216.1047 92.3963 0.01707 -1.76781 0.05305 0.03919 0.03167 89.85333 107.84832 92.74298
208.0 1324.0 143.8907 129.8048 0.1836 201.6066 347.1048 119.7954 0.00543 -2.26529 0.04647 0.03849 0.03408 127.53008 116.28533 104.20656
209.0 1355.0 147.2598 130.8093 0.185 207.0238 368.8479 118.3204 0.00202 -2.69387 0.04499 0.04063 0.03612 123.81584 115.10548 119.4957
210.0 1472.0 159.9752 134.4732 0.1902 220.8749 431.5924 118.9569 0.01077 -1.96781 0.04877 0.0395 0.03732 146.88989 125.23133 107.36015
211.0 1559.0 169.4302 137.0662 0.1939 220.2802 437.6036 124.0182 0.00642 -2.1927 0.05033 0.04032 0.03579 140.25414 121.81507 118.37742
212.0 1590.0 172.7993 137.969 0.1952 220.013 439.4155 128.3848 0.00243 -2.61476 0.05394 0.03722 0.03392 143.86375 118.99179 116.40403
213.0 1362.0 148.0205 131.0338 0.1854 206.6315 368.0852 121.0574 0.01449 -1.83908 0.05109 0.04399 0.03659 120.28937 129.78155 106.6949
214.0 1440.0 156.4975 133.4918 0.1888 203.6019 364.0504 120.0666 0.00404 -2.39362 0.06158 0.03915 0.03487 141.72009 108.65296 97.79406
215.0 848.0 92.1596 111.8904 0.1583 185.7878 254.0911 103.9265 0.02938 -1.53194 0.04636 0.04048 0.03084 113.46583 108.29014 99.57842
216.0 1174.0 127.5889 124.7034 0.1764 197.5663 320.2447 119.4048 0.01089 -1.96289 0.04604 0.04098 0.02954 121.22281 119.50501 100.27967
217.0 1435.0 155.9541 133.3322 0.1886 221.5792 430.7096 126.8631 0.00831 -2.08044 0.0463 0.03962 0.03453 136.79855 128.28069 118.01521
218.0 1213.0 131.8274 126.0687 0.1783 195.6615 317.5426 109.4124 0.012 -1.92074 0.05533 0.03802 0.03406 123.39953 105.15013 109.54193
219.0 1503.0 163.3442 135.4073 0.1915 205.236 375.2551 123.1678 0.00338 -2.47138 0.04925 0.03933 0.03769 124.2489 120.52511 110.2621
220.0 1025.0 111.3958 119.1891 0.1686 197.1293 304.7179 110.9576 0.02253 -1.6473 0.04942 0.04126 0.03018 108.81269 137.58388 89.94686
221.0 1343.0 145.9556 130.4246 0.1845 214.6956 395.5018 136.6913 0.02653 -1.5762 0.05497 0.04756 0.0329 144.29482 116.04926 108.65441
222.0 1423.0 154.6499 132.964 0.1881 209.2013 382.8338 115.101 0.0173 -1.76198 0.05039 0.04302 0.04132 112.98306 115.77859 132.64741
223.0 1462.0 158.8884 134.1647 0.1898 217.5362 417.7132 127.346 0.00295 -2.53062 0.04715 0.04056 0.0303 141.48216 127.02024 105.69122
224.0 1301.0 141.3911 129.0484 0.1825 200.3222 340.7022 119.7064 0.01394 -1.85577 0.0487 0.04013 0.03939 116.05733 112.88924 117.9649
225.0 1316.0 143.0213 129.5442 0.1832 196.928 330.5062 116.4595 0.00642 -2.19278 0.05053 0.04383 0.03536 124.39785 116.3217 98.86906
226.0 1223.0 132.9142 126.416 0.1788 203.4005 344.0893 117.362 0.00666 -2.17662 0.05095 0.03388 0.0324 136.83061 110.87513 101.76369
227.0 1203.0 130.7406 125.7212 0.1778 205.1042 347.9706 119.228 0.00355 -2.45022 0.04967 0.04061 0.02988 122.55316 128.1102 103.13213
228.0 1165.0 126.6108 124.385 0.1759 197.7531 320.0232 111.0408 0.00713 -2.14684 0.04627 0.0398 0.03288 124.82327 112.24606 104.5288
229.0 1379.0 149.8681 131.5761 0.1861 213.9982 396.4378 125.6373 0.00465 -2.33236 0.04796 0.03848 0.03292 135.46399 121.22632 112.91107
230.0 1096.0 119.112 121.8787 0.1724 191.132 292.9319 99.1584 0.00485 -2.314 0.04637 0.04011 0.0302 119.26804 113.05337 97.59878
231.0 1272.0 138.2394 128.0836 0.1812 207.9316 364.3226 126.322 0.00401 -2.39632 0.04076 0.03788 0.03159 126.83138 120.37048 112.51806
232.0 1388.0 150.8462 131.8624 0.1865 210.5836 384.7169 125.3166 0.02756 -1.55964 0.06558 0.03496 0.03099 144.84981 112.05533 103.95953
233.0 255.0 27.7131 74.9601 0.106 128.379 81.2853 68.623 0.01424 -1.84636 0.03516 0.02948 0.02229 71.80892 81.37003 68.58248
234.0 1349.0 146.6077 130.6135 0.1848 216.3154 402.1198 128.7756 0.00671 -2.17352 0.05082 0.03936 0.02901 147.46204 122.15664 100.62334
235.0 1373.0 149.216 131.3846 0.1859 204.8374 362.6975 108.3617 0.00628 -2.202 0.0479 0.03763 0.03471 129.61899 118.43777 105.49771
236.0 485.0 52.7092 92.8779 0.1314 141.8384 122.9275 83.1894 0.0046 -2.3377 0.03374 0.03159 0.02341 86.01926 86.06336 72.8829
237.0 1095.0 119.0033 121.8416 0.1723 196.3167 308.9456 111.1415 0.00213 -2.67105 0.04692 0.03289 0.02999 126.2509 108.95188 103.58784
238.0 1318.0 143.2386 129.6097 0.1833 211.2768 380.6175 132.7291 0.00668 -2.17521 0.0518 0.03528 0.02802 142.50725 121.17606 98.21359
239.0 1301.0 141.3911 129.0479 0.1825 206.4288 361.7933 120.9767 0.0053 -2.276 0.04355 0.04062 0.03475 126.39994 121.66749 108.77918
240.0 1439.0 156.3888 133.4586 0.1888 208.767 382.6803 118.0799 0.00524 -2.28092 0.04914 0.04052 0.03074 134.29006 120.5523 104.96183
241.0 1259.0 136.8266 127.6438 0.1806 203.2978 347.0858 122.5278 0.00481 -2.31778 0.04614 0.04117 0.03089 127.53262 115.9127 107.84105
242.0 1136.0 123.4591 123.3424 0.1745 187.6822 285.854 109.0552 0.01101 -1.9583 0.05022 0.03656 0.03548 121.00039 102.26609 100.62389
243.0 1286.0 139.7609 128.5523 0.1818 204.7783 354.6451 122.5423 0.0089 -2.05054 0.04345 0.04151 0.0357 125.47735 122.35554 105.91837
244.0 542.0 58.9039 96.382 0.1363 144.6846 132.7383 86.2859 0.00736 -2.13302 0.0388 0.02879 0.0254 95.79021 77.17064 76.17446
245.0 1280.0 139.1089 128.348 0.1816 203.6755 350.3117 109.6004 0.01042 -1.98217 0.05348 0.04224 0.03084 123.06375 131.06293 95.71598
246.0 1339.0 145.5209 130.291 0.1843 208.8565 373.9319 110.4749 0.00344 -2.46335 0.04645 0.03736 0.02964 137.35545 120.94998 100.62604
247.0 1141.0 124.0025 123.5241 0.1747 191.2071 297.1218 112.5608 0.00602 -2.22011 0.04752 0.04345 0.03447 113.02023 113.82275 104.07184
248.0 1371.0 148.9986 131.3195 0.1858 217.2627 407.8441 129.2634 0.00583 -2.23443 0.04734 0.03836 0.02938 141.4168 127.19547 105.0032
249.0 1249.0 135.7398 127.3052 0.1801 209.3401 367.0457 119.9384 0.01654 -1.78137 0.05257 0.03693 0.03491 123.02219 110.29523 128.54488
250.0 1217.0 132.2621 126.2078 0.1785 202.6318 340.94 119.6618 0.00518 -2.28525 0.04725 0.0397 0.02873 129.68527 120.92739 98.07111
251.0 1181.0 128.3497 124.9525 0.1767 194.5914 311.2806 116.7307 0.00518 -2.28573 0.04485 0.03889 0.03177 124.73754 111.41537 99.46346
252.0 1219.0 132.4794 126.2776 0.1786 210.8183 369.2433 121.1932 0.00944 -2.02509 0.04249 0.03705 0.03436 127.28333 122.21033 115.36009
253.0 760.0 82.5959 107.8768 0.1526 176.2094 220.3741 107.8613 0.00584 -2.23342 0.0387 0.03342 0.02922 111.9438 102.41743 89.6048
254.0 1121.0 121.8289 122.7997 0.1737 188.3769 286.6888 116.4138 0.0086 -2.06555 0.04929 0.04202 0.03645 116.52393 110.36643 98.62695
255.0 1149.0 124.8719 123.8124 0.1751 203.0606 335.883 118.4268 0.0033 -2.48096 0.03962 0.03594 0.03446 124.42307 115.18888 111.73192
256.0 1205.0 130.9579 125.7952 0.1779 199.8794 330.6279 121.0058 0.0059 -2.22907 0.0429 0.03918 0.03038 126.89249 114.46311 103.67384
257.0 1181.0 128.3497 124.9538 0.1767 201.8563 334.9506 111.263 0.01102 -1.95775 0.04502 0.0321 0.03262 131.55653 107.00012 109.49809
258.0 886.0 96.2894 113.537 0.1606 165.2239 203.9151 93.4129 0.01047 -1.98011 0.05155 0.03403 0.03239 100.62328 93.21498 92.11328
259.0 1291.0 140.3043 128.7161 0.1821 209.8586 372.9572 125.7555 0.00738 -2.13206 0.03963 0.0379 0.03545 126.98146 119.61336 116.65763
260.0 1127.0 122.481 123.0197 0.174 198.9524 320.3451 114.5168 0.00612 -2.21294 0.04591 0.03615 0.03177 132.87782 112.59557 96.16539
261.0 1094.0 118.8946 121.8025 0.1723 186.5854 279.0008 105.9978 0.00789 -2.10271 0.04685 0.03706 0.03268 116.65842 108.33671 97.30412
262.0 1098.0 119.3293 121.9526 0.1725 199.7407 320.1095 112.1292 0.01871 -1.72784 0.05106 0.03541 0.03256 101.92455 141.72537 97.06524
263.0 385.0 41.8413 85.9972 0.1216 137.1166 106.3693 77.9516 0.01224 -1.91227 0.02896 0.03034 0.02152 85.36663 82.18983 68.98061
264.0 942.0 102.3754 115.8792 0.1639 192.6434 282.9393 93.3916 0.04207 -1.37605 0.0556 0.04045 0.03323 100.77021 135.60357 92.56635
265.0 1032.0 112.1565 119.4582 0.169 177.7619 248.3533 99.5746 0.00769 -2.11385 0.04631 0.04453 0.03466 106.84097 104.28566 96.48205
266.0 640.0 69.5544 101.871 0.1441 161.2992 174.3767 100.2183 0.00252 -2.59827 0.03721 0.02884 0.02592 101.48134 86.80897 90.46088
267.0 744.0 80.857 107.1161 0.1515 163.225 187.7506 94.3361 0.00308 -2.51104 0.04132 0.03772 0.03328 101.31419 92.21522 88.73661
268.0 1238.0 134.5443 126.9302 0.1795 195.6343 319.614 116.0052 0.00487 -2.31273 0.04219 0.03784 0.03346 118.60187 112.99313 106.95295
269.0 928.0 100.8539 115.3039 0.1631 173.3616 227.9873 99.0783 0.03814 -1.41862 0.06264 0.03778 0.02919 89.79469 118.13878 89.63478
270.0 1067.0 115.9603 120.7939 0.1709 177.6478 250.8063 104.4968 0.00395 -2.40369 0.05085 0.03757 0.03353 111.59664 99.61062 95.82611
271.0 571.0 62.0556 98.0704 0.1387 156.0962 157.2135 92.8962 0.00568 -2.24603 0.03624 0.03349 0.02534 96.20131 89.9215 83.81801
272.0 1197.0 130.0885 125.5118 0.1775 197.9172 323.4722 118.7137 0.00423 -2.37396 0.04504 0.03697 0.03117 124.85344 112.7406 104.27073
273.0 599.0 65.0986 99.6476 0.141 154.4532 156.3984 88.7504 0.00868 -2.06127 0.04341 0.03173 0.02859 99.26263 85.79875 81.49418
274.0 1068.0 116.0689 120.8332 0.1709 193.7751 298.4968 108.1137 0.00415 -2.38163 0.03898 0.03656 0.03129 115.70686 114.08777 105.56845
275.0 996.0 108.2441 118.0541 0.167 178.0429 246.2017 101.2658 0.00105 -2.97765 0.04655 0.0351 0.03275 113.03112 97.87799 96.65987
276.0 946.0 102.8101 116.0447 0.1641 183.7881 257.8813 104.2152 0.01672 -1.77664 0.05371 0.03733 0.03286 107.40295 107.57215 103.30013
277.0 911.0 99.0064 114.5943 0.1621 186.0531 260.9821 98.4823 0.00815 -2.08898 0.04186 0.03332 0.0269 118.3968 105.8284 96.94476
278.0 1167.0 126.8281 124.4575 0.176 202.0831 334.3748 115.8485 0.00561 -2.2507 0.04034 0.03684 0.03547 118.38729 116.24338 115.36691
279.0 1052.0 114.3301 120.2235 0.1701 193.8936 297.3779 118.2896 0.0013 -2.88526 0.04518 0.03869 0.03242 126.24068 108.76196 99.14053
280.0 1118.0 121.5029 122.6864 0.1736 208.9007 352.2682 135.942 0.03717 -1.42976 0.05136 0.03611 0.02896 132.12229 126.35717 101.0795
281.0 1018.0 110.635 118.9155 0.1682 188.4125 277.7377 107.4294 0.00859 -2.06576 0.04357 0.03687 0.02928 119.45129 110.05137 95.49537
282.0 681.0 74.0103 104.0011 0.1471 161.5394 178.5553 98.3121 0.00931 -2.03109 0.04408 0.03513 0.02977 100.1729 93.21012 85.86171
283.0 1034.0 112.3739 119.5355 0.1691 190.3496 284.9543 106.1571 0.00159 -2.79861 0.04293 0.0345 0.03315 112.23064 105.85617 111.49756
284.0 925.0 100.5279 115.1788 0.1629 176.0423 234.842 100.8219 0.00577 -2.2391 0.04624 0.03488 0.03316 105.73117 103.56589 95.32009
285.0 1192.0 129.5451 125.3388 0.1773 184.7444 281.4441 114.4505 0.0061 -2.21502 0.05452 0.03731 0.02993 117.56252 105.88185 95.38642
286.0 1009.0 109.6569 118.5657 0.1677 190.3098 282.5142 92.3995 0.03829 -1.41687 0.06687 0.03439 0.029 100.61736 132.98653 91.69814
287.0 741.0 80.531 106.9711 0.1513 165.1756 192.0093 98.7803 0.00579 -2.23709 0.04293 0.03066 0.0253 107.62513 91.80874 85.27
288.0 1042.0 113.2433 119.8432 0.1695 178.227 250.4568 98.9132 0.00846 -2.07275 0.04892 0.03868 0.03106 114.13224 103.27523 89.84944
289.0 1076.0 116.9384 121.1322 0.1713 193.7177 299.0726 114.2224 0.00234 -2.63072 0.0433 0.03673 0.03094 118.82698 115.44382 100.39627
290.0 1010.0 109.7656 118.6057 0.1678 185.6042 268.8007 107.9294 0.00298 -2.52609 0.04498 0.03845 0.02944 115.26988 107.23784 98.2945
291.0 432.0 46.9492 89.3632 0.1264 143.5314 121.1169 79.9377 0.01188 -1.92533 0.03493 0.02497 0.02262 91.48889 81.54741 74.70646
292.0 851.0 92.4856 112.0216 0.1585 162.9043 195.5852 92.0581 0.03211 -1.49337 0.06075 0.03755 0.02683 84.16888 113.98876 80.37394
293.0 1034.0 112.3739 119.5374 0.1691 176.5565 245.1464 102.2995 0.00284 -2.546 0.04318 0.04142 0.03587 101.95669 103.99838 99.80669
294.0 834.0 90.6381 111.2705 0.1574 187.3131 256.8544 112.975 0.00473 -2.32556 0.04655 0.02881 0.02837 124.0806 100.68261 97.74048
295.0 1053.0 114.4388 120.2657 0.1701 196.1451 304.3996 113.1694 0.00762 -2.11799 0.03812 0.03614 0.02953 117.05613 115.51372 106.89871
296.0 945.0 102.7015 116.0038 0.1641 178.156 242.2327 108.2473 0.00496 -2.30443 0.04294 0.03744 0.03184 114.40446 96.61839 96.51968
297.0 1066.0 115.8516 120.7553 0.1708 190.8942 289.5177 104.5503 0.00314 -2.5032 0.0409 0.03635 0.03012 122.05385 107.48796 99.9489
298.0 746.0 81.0744 107.2114 0.1516 172.5523 210.0115 100.2644 0.02161 -1.66537 0.04983 0.03505 0.02687 112.55374 94.6008 90.31407
299.0 1044.0 113.4607 119.919 0.1696 191.2832 288.6841 103.9845 0.00129 -2.88867 0.04043 0.0336 0.02887 121.80674 108.88584 99.4799
300.0 947.0 102.9188 116.0848 0.1642 192.0553 281.7063 107.1688 0.00346 -2.46074 0.04422 0.03222 0.02928 124.79299 105.15516 101.26371
301.0 961.0 104.4403 116.653 0.165 191.9124 282.6718 112.5151 0.01812 -1.74183 0.04682 0.03188 0.0284 130.46645 101.74269 97.24854
302.0 541.0 107.1573 117.6573 0.1664 190.509 280.9411 118.2499 0.04406 -1.35598 0.05037 0.03059 0.02397 126.51726 95.64921 105.53812
303.0 958.0 104.1143 116.5329 0.1648 188.6194 272.7635 109.3823 0.0054 -2.26748 0.04456 0.03218 0.02641 122.57068 104.74193 97.892
304.0 996.0 108.2441 118.0519 0.167 174.3048 235.9809 100.5929 0.00186 -2.73078 0.04787 0.03805 0.02984 109.49589 97.69842 94.06284
305.0 894.0 97.1588 113.8759 0.1611 180.1284 243.099 110.3421 0.00184 -2.73516 0.04627 0.03889 0.03061 115.34606 104.03569 91.20362
306.0 1040.0 113.0259 119.7675 0.1694 222.9526 391.6747 111.0233 0.00891 -2.05004 0.04158 0.03343 0.02636 163.34829 111.2496 103.19267
307.0 958.0 104.1143 116.5297 0.1648 185.5743 264.0417 112.0316 0.00661 -2.17975 0.04353 0.03695 0.03128 114.55468 104.16214 102.29994
308.0 945.0 102.7015 116.0027 0.1641 171.8015 225.2654 98.4581 0.00576 -2.23988 0.04295 0.04047 0.03266 100.49564 98.1876 98.87147
309.0 858.0 93.2464 112.3268 0.1589 181.0009 242.118 116.9545 0.01154 -1.93763 0.04177 0.03539 0.03379 114.56129 77.50702 116.74626
310.0 712.0 77.3793 105.5564 0.1493 177.0304 217.6463 104.224 0.00394 -2.40423 0.03966 0.03043 0.02628 108.17983 103.3382 94.64719
311.0 957.0 104.0056 116.489 0.1648 187.135 268.4087 111.1555 0.00544 -2.26452 0.03927 0.03676 0.0287 112.3382 114.11201 96.84054
312.0 622.0 67.5982 100.9072 0.1427 163.3927 177.2376 97.6305 0.00632 -2.1993 0.03829 0.03222 0.02969 102.47421 86.87478 92.99991
313.0 835.0 90.7468 111.3143 0.1575 169.5983 210.655 98.3023 0.00548 -2.26099 0.04337 0.03739 0.03345 103.70629 100.2977 89.15689
314.0 891.0 96.8328 113.7493 0.1609 183.6507 252.4119 109.8869 0.00295 -2.53033 0.03813 0.03452 0.02993 113.33369 104.40003 99.91839
315.0 907.0 98.5717 114.4287 0.1619 178.6526 240.2707 98.1675 0.00899 -2.04629 0.04043 0.034 0.032 112.8534 96.55315 99.28931
316.0 967.0 105.0924 116.8978 0.1653 191.1179 280.9062 109.1329 0.00412 -2.38477 0.04091 0.03284 0.02768 119.91548 107.81554 102.57739
317.0 947.0 102.9188 116.0862 0.1642 179.0362 244.8022 105.0973 0.00574 -2.24077 0.04221 0.03717 0.03109 110.41786 104.6974 94.34145
318.0 968.0 105.2011 116.9357 0.1654 195.8705 295.1644 105.9524 0.00251 -2.6001 0.04803 0.02653 0.02473 138.28948 99.9566 96.17673
319.0 766.0 83.248 108.161 0.153 169.6004 204.6848 98.9631 0.00878 -2.05675 0.0388 0.03486 0.02824 99.56983 101.61591 92.32734
320.0 746.0 81.0744 107.2099 0.1517 165.9153 194.1719 87.6801 0.01514 -1.82001 0.04966 0.03542 0.0271 111.74322 90.8658 82.36956
321.0 433.0 47.0579 89.4304 0.1265 132.1027 102.6801 76.3144 0.01007 -1.99676 0.03661 0.03499 0.02716 77.88513 75.88303 75.01204
322.0 748.0 81.2917 107.3076 0.1518 160.0761 180.8998 94.2254 0.00866 -2.06248 0.03835 0.03662 0.03153 95.69934 94.55275 86.7512
323.0 705.0 76.6185 105.209 0.1488 162.877 183.6315 101.422 0.01209 -1.91746 0.04554 0.03066 0.02661 108.80032 85.93304 85.4805
324.0 878.0 99.0064 114.5931 0.1621 176.1586 233.9667 104.1497 0.00387 -2.41209 0.04423 0.03671 0.02752 108.28636 103.14183 93.10041
325.0 722.0 78.4661 106.0486 0.15 153.5539 164.5107 99.3585 0.02238 -1.65006 0.05207 0.03853 0.02953 91.60203 87.14024 87.14616
326.0 654.0 71.0759 102.6078 0.1451 164.8255 183.4047 95.9615 0.04244 -1.37223 0.04511 0.04118 0.03074 100.61734 84.37497 99.62161
327.0 698.0 75.8578 104.859 0.1483 159.4885 175.4879 93.8172 0.01243 -1.90566 0.04521 0.0332 0.02687 92.42297 99.69975 83.39378
328.0 976.0 106.0705 117.259 0.1659 177.1279 242.0337 104.2163 0.01005 -1.99782 0.03963 0.03685 0.03426 108.1572 103.29682 94.90029
329.0 877.0 95.3113 113.1528 0.16 174.3531 226.2939 101.4049 0.01004 -1.99843 0.04419 0.03561 0.02931 107.98459 103.73193 89.31981
330.0 949.0 103.1362 116.1655 0.1643 189.9074 275.6391 112.9063 0.01512 -1.82046 0.03956 0.03563 0.02907 118.80588 106.85804 102.6224
331.0 829.0 90.0947 111.0484 0.1571 178.4348 232.6128 97.3085 0.0023 -2.63871 0.04732 0.02894 0.02384 124.79817 94.14851 86.02598
332.0 962.0 104.549 116.6924 0.1651 186.2037 266.2017 112.1551 0.00748 -2.12589 0.03867 0.03564 0.03071 105.61309 115.89798 100.42577
333.0 556.0 60.4254 97.2029 0.1375 155.3464 154.3347 89.5311 0.00361 -2.44255 0.03489 0.03152 0.02716 92.11048 88.05644 88.8494
334.0 811.0 88.1385 110.2391 0.1559 166.4632 200.9699 92.9685 0.0106 -1.97467 0.04515 0.03599 0.03128 97.63214 100.7482 89.59776
335.0 729.0 79.2268 106.3895 0.1505 166.557 194.1781 98.4857 0.01039 -1.98343 0.04172 0.03087 0.02972 103.32638 96.57941 87.962
